id,a1_r12,a1_r13,a1_r14,a1_r15,a1_r16
6176,13,31,3,1,54
6177,16,95,91,24,59
6178,50,1,70,22,69
6179,70,50,33,32,66
6180,49,60,43,84,46
6181,73,85,45,41,28
6182,85,35,80,22,60
6183,66,74,7,69,68
6184,6,48,50,91,15
6185,74,4,19,86,61
6186,17,65,40,12,60
6187,65,86,50,19,19
6188,53,30,93,48,10
6189,59,13,61,85,19
6190,3,39,63,77,56
6191,1,48,77,63,46
6192,27,100,81,24,66
6193,6,45,100,75,12
6194,76,64,80,11,7
6195,98,25,60,9,66
6196,75,91,50,27,29
6197,62,66,4,2,13
6198,90,64,52,43,33
6199,69,61,82,82,68
6200,26,8,82,65,37
6201,27,21,1,37,53
6202,65,55,23,15,95
6203,42,54,44,78,12
6204,32,46,10,98,16
6205,46,84,23,76,13
6206,49,1,5,70,55
6207,23,35,15,19,65
6208,12,21,67,55,6
6209,56,71,31,11,98
6210,12,53,61,57,14
6211,7,21,41,49,29
6212,11,3,20,95,44
6213,28,53,19,7,39
6214,62,8,55,67,86
6215,25,17,24,40,86
6216,59,69,42,98,50
6217,78,35,51,57,31
6218,36,34,44,68,34
6219,13,86,12,43,25
6220,94,3,58,27,74
6221,14,64,61,83,56
6222,57,24,7,35,98
6223,34,91,81,68,53
6224,24,40,12,13,56
6225,16,77,1,27,43
6226,24,46,44,76,14
6227,54,14,90,11,27
6228,77,11,79,2,64
6229,76,90,96,44,58
6230,54,58,33,72,35
6231,80,30,18,39,68
6232,87,0,36,35,53
6233,58,40,48,98,90
6234,59,3,30,24,26
6235,73,73,59,43,89
6236,87,3,65,56,58
6237,24,65,80,81,74
6238,80,81,100,21,92
6239,86,37,34,94,7
6240,48,97,20,57,22
6241,97,19,66,68,70
6242,27,75,89,61,63
6243,0,16,95,83,85
6244,73,34,37,48,96
6245,98,65,8,8,81
6246,94,24,62,2,3
6247,4,22,48,12,53
6248,29,58,47,74,100
6249,25,69,88,7,51
6250,9,43,60,42,55
6251,74,30,85,90,23
6252,54,13,34,43,70
6253,4,7,32,70,22
6254,51,81,86,50,71
6255,1,74,25,72,5
6256,54,99,71,69,74
6257,2,9,70,90,59
6258,70,4,89,73,59
6259,68,44,45,59,42
6260,32,63,45,41,86
6261,6,21,13,100,94
6262,96,69,35,44,7
6263,3,67,27,45,64
6264,72,21,69,87,3
6265,9,91,33,25,23
6266,35,49,94,59,31
6267,58,31,15,56,37
6268,45,76,52,27,47
6269,45,27,61,65,48
6270,65,66,3,66,41
6271,29,53,43,92,82
6272,66,84,3,96,10
6273,1,7,98,100,22
6274,47,41,43,24,74
6275,67,12,60,46,78
6276,78,68,37,72,75
6277,2,94,89,94,17
6278,1,6,84,6,77
6279,6,59,82,63,24
6280,93,24,45,49,67
6281,37,5,19,49,44
6282,6,6,33,97,89
6283,9,75,92,26,10
6284,84,65,27,81,46
6285,87,17,90,42,31
6286,20,0,97,40,72
6287,37,35,96,12,3
6288,33,86,94,37,44
6289,16,21,62,88,20
6290,12,53,16,22,20
6291,23,84,16,32,34
6292,70,17,64,49,65
6293,63,86,42,86,78
6294,51,15,60,79,62
6295,99,16,44,44,48
6296,56,4,66,76,30
6297,92,45,24,15,59
6298,57,51,19,57,42
6299,78,18,19,70,12
6300,7,75,41,37,44
6301,99,72,47,25,12
6302,59,6,72,11,56
6303,71,43,61,39,69
6304,22,100,7,8,47
6305,29,45,16,23,10
6306,10,88,30,75,80
6307,48,10,65,5,56
6308,60,24,67,83,13
6309,83,11,12,53,32
6310,25,3,54,88,72
6311,53,9,94,12,59
6312,75,68,64,69,62
6313,29,6,39,19,50
6314,76,11,47,59,89
6315,13,74,66,95,100
6316,44,49,31,33,12
6317,100,37,28,57,27
6318,97,93,55,59,91
6319,32,29,63,8,48
6320,21,6,69,96,100
6321,47,5,14,13,32
6322,47,30,85,1,13
6323,34,22,29,30,62
6324,93,21,50,5,52
6325,95,95,37,7,72
6326,85,59,49,84,72
6327,23,48,68,99,71
6328,41,75,67,65,16
6329,9,64,5,29,50
6330,35,41,45,8,76
6331,87,74,13,92,15
6332,33,26,76,10,84
6333,59,40,18,59,68
6334,62,70,39,93,52
6335,89,51,64,86,14
6336,81,63,2,18,97
6337,54,54,17,45,50
6338,94,35,43,3,96
6339,67,89,95,40,10
6340,89,4,34,42,56
6341,99,42,64,18,35
6342,14,4,92,51,57
6343,85,79,93,61,20
6344,16,42,60,31,44
6345,20,34,90,94,32
6346,32,58,83,5,27
6347,7,11,99,21,51
6348,87,68,6,87,23
6349,8,64,59,83,35
6350,87,4,38,96,9
6351,63,70,37,93,40
6352,81,62,60,92,98
6353,13,23,85,87,3
6354,36,7,91,67,93
6355,95,57,25,79,97
6356,60,66,25,22,38
6357,26,29,67,54,36
6358,62,42,73,39,31
6359,89,18,71,76,24
6360,65,34,100,88,12
6361,54,41,69,9,60
6362,6,75,85,26,82
6363,76,90,53,35,17
6364,49,51,21,65,74
6365,29,11,3,80,47
6366,75,28,58,100,22
6367,25,58,83,64,87
6368,48,55,65,26,46
6369,33,54,92,54,45
6370,94,20,18,28,87
6371,92,22,93,99,10
6372,47,11,14,73,16
6373,93,22,87,83,21
6374,53,59,53,94,68
6375,46,41,64,19,63
6376,37,52,5,43,22
6377,31,84,90,65,43
6378,90,75,4,14,72
6379,96,36,33,54,78
6380,13,97,99,14,11
6381,99,43,97,7,88
6382,84,52,21,8,45
6383,87,87,9,0,63
6384,72,82,76,88,54
6385,17,99,96,62,36
6386,6,38,61,5,34
6387,85,2,8,43,56
6388,60,63,2,13,19
6389,94,74,16,11,46
6390,7,89,96,16,9
6391,58,15,55,31,67
6392,82,40,100,96,50
6393,73,64,65,44,57
6394,79,30,3,72,85
6395,77,12,42,26,55
6396,55,64,88,9,47
6397,67,23,99,19,46
6398,66,95,48,15,26
6399,21,84,7,28,25
6400,83,91,81,47,20
6401,18,51,30,51,12
6402,4,97,78,39,9
6403,1,75,46,86,68
6404,66,35,91,49,75
6405,8,62,13,44,46
6406,48,75,66,48,78
6407,11,42,32,77,62
6408,7,10,80,99,80
6409,28,71,32,3,40
6410,5,85,23,62,38
6411,17,9,62,64,33
6412,87,6,57,90,79
6413,75,33,41,57,34
6414,89,31,100,29,18
6415,38,45,23,47,82
6416,44,9,93,25,35
6417,88,98,57,65,87
6418,3,30,5,37,10
6419,83,75,16,65,25
6420,30,88,9,45,62
6421,34,69,75,40,88
6422,41,26,33,35,85
6423,73,76,63,5,60
6424,8,98,79,40,68
6425,66,20,6,18,6
6426,100,77,16,49,68
6427,68,4,11,64,77
6428,99,81,35,0,94
6429,27,38,80,40,72
6430,85,55,16,77,17
6431,80,84,12,22,4
6432,65,41,13,80,76
6433,61,55,10,4,27
6434,63,65,67,26,58
6435,12,33,35,86,99
6436,96,79,63,32,38
6437,81,82,66,94,17
6438,54,94,10,98,80
6439,46,85,36,88,8
6440,7,9,26,42,61
6441,64,48,23,42,1
6442,92,69,6,76,24
6443,87,58,91,51,57
6444,54,43,53,6,46
6445,71,36,57,86,82
6446,0,40,20,45,51
6447,19,38,5,79,94
6448,98,57,99,24,5
6449,46,16,81,34,25
6450,22,5,99,96,58
6451,49,39,56,16,15
6452,27,52,89,62,85
6453,17,13,81,57,99
6454,11,22,51,71,4
6455,63,55,73,62,71
6456,80,61,66,88,23
6457,19,62,77,2,101
6458,77,8,66,77,37
6459,65,47,33,66,9
6460,38,8,73,68,3
6461,61,90,61,84,52
6462,83,93,43,5,78
6463,96,53,32,28,70
6464,86,21,86,40,21
6465,34,93,50,82,47
6466,0,69,10,70,17
6467,74,71,53,67,72
6468,18,3,58,46,75
6469,20,29,24,34,86
6470,77,95,3,71,12
6471,94,2,60,32,33
6472,68,18,33,71,79
6473,20,13,81,50,71
6474,36,11,35,82,30
6475,26,40,21,93,40
6476,37,86,36,65,8
6477,77,60,81,74,71
6478,63,11,25,76,20
6479,56,32,41,93,88
6480,93,71,16,46,84
6481,10,100,13,60,2
6482,24,50,92,8,82
6483,95,19,98,68,26
6484,25,92,30,95,19
6485,36,38,75,25,36
6486,58,26,55,25,2
6487,63,13,49,24,33
6488,11,61,65,20,21
6489,74,43,22,89,77
6490,52,46,33,54,52
6491,100,73,22,54,80
6492,70,89,60,13,65
6493,21,62,51,51,39
6494,73,76,65,41,8
6495,69,37,83,52,63
6496,51,21,94,10,67
6497,16,18,89,28,85
6498,47,11,10,94,78
6499,13,8,85,30,37
6500,35,3,35,77,83
6501,9,45,48,81,69
6502,65,10,78,6,84
6503,96,100,32,18,71
6504,38,95,56,23,7
6505,16,67,48,17,57
6506,51,69,31,35,24
6507,22,44,89,66,84
6508,21,27,18,92,74
6509,57,16,99,95,53
6510,5,40,61,22,50
6511,50,20,10,25,80
6512,82,70,14,27,40
6513,57,83,95,90,13
6514,48,82,16,2,85
6515,42,93,55,98,24
6516,8,99,71,32,46
6517,59,41,25,9,15
6518,11,92,16,77,35
6519,83,65,37,97,26
6520,33,59,14,70,14
6521,33,65,97,10,31
6522,26,26,1,96,32
6523,12,67,67,50,43
6524,55,11,55,32,95
6525,28,92,53,31,78
6526,27,50,78,48,74
6527,47,47,14,50,30
6528,35,50,85,56,80
6529,80,70,3,79,41
6530,58,2,43,55,17
6531,42,59,32,75,92
6532,92,10,15,7,93
6533,64,42,72,56,8
6534,77,58,14,89,48
6535,10,76,66,76,4
6536,36,59,8,90,56
6537,35,86,30,86,20
6538,16,80,101,44,93
6539,5,8,6,29,37
6540,78,90,99,12,27
6541,56,81,93,92,24
6542,1,24,86,18,99
6543,77,43,26,67,70
6544,29,78,101,77,65
6545,73,49,42,17,89
6546,42,3,50,61,51
6547,95,37,59,8,22
6548,21,84,52,22,18
6549,50,13,70,79,89
6550,92,84,89,22,53
6551,37,58,6,39,84
6552,70,23,45,56,89
6553,41,25,10,47,40
6554,75,85,22,50,62
6555,42,22,93,92,4
6556,7,12,71,1,27
6557,42,94,87,70,29
6558,60,87,48,86,47
6559,71,65,60,100,86
6560,27,93,52,26,60
6561,5,100,48,55,49
6562,34,32,79,42,88
6563,22,22,98,31,89
6564,59,91,97,12,21
6565,42,75,82,2,98
6566,86,16,38,59,88
6567,4,72,81,55,37
6568,5,20,17,28,39
6569,36,70,62,46,79
6570,75,47,26,92,20
6571,98,46,91,88,68
6572,99,11,3,11,12
6573,96,30,44,33,88
6574,30,13,81,20,28
6575,90,10,97,34,29
6576,85,69,13,89,98
6577,28,92,25,38,11
6578,24,43,44,33,43
6579,3,89,82,67,62
6580,24,0,49,89,26
6581,36,3,65,79,58
6582,12,93,44,44,35
6583,88,94,12,84,25
6584,37,86,32,87,68
6585,44,72,16,41,52
6586,87,39,56,101,52
6587,18,30,42,44,23
6588,85,26,79,69,59
6589,81,53,29,48,68
6590,20,43,25,35,33
6591,11,69,24,83,79
6592,50,95,49,25,75
6593,36,57,92,81,53
6594,57,55,13,35,35
6595,45,76,97,27,61
6596,72,92,101,13,87
6597,78,101,49,65,10
6598,49,46,64,81,95
6599,89,53,100,100,76
6600,93,21,21,63,45
6601,13,67,73,59,56
6602,25,100,100,90,83
6603,87,47,74,71,26
6604,73,5,15,50,5
6605,36,46,20,38,60
6606,13,7,83,95,27
6607,64,54,65,28,98
6608,11,41,93,21,100
6609,54,51,18,25,54
6610,46,20,27,32,53
6611,59,67,35,94,7
6612,69,52,96,22,64
6613,98,53,56,35,20
6614,18,10,10,90,66
6615,92,52,67,17,87
6616,69,88,18,17,11
6617,8,47,12,79,33
6618,50,9,91,15,25
6619,22,59,84,39,51
6620,1,44,54,99,93
6621,91,4,26,28,90
6622,30,69,9,15,101
6623,92,94,100,59,10
6624,13,62,53,57,2
6625,89,70,7,34,7
6626,82,21,67,40,61
6627,68,66,64,76,57
6628,58,88,24,66,7
6629,95,49,94,23,96
6630,97,33,96,41,37
6631,41,69,23,45,0
6632,59,96,41,2,21
6633,92,23,23,43,41
6634,79,18,3,82,3
6635,61,45,90,82,42
6636,3,6,39,81,35
6637,12,76,51,85,12
6638,16,24,76,3,21
6639,20,86,95,35,27
6640,18,22,89,49,33
6641,74,14,22,15,13
6642,66,45,94,68,74
6643,97,39,17,73,39
6644,66,97,47,60,7
6645,19,11,21,30,5
6646,28,30,85,97,2
6647,29,16,4,4,40
6648,31,51,22,26,78
6649,90,26,91,89,0
6650,49,24,30,70,84
6651,54,62,4,8,12
6652,86,33,89,27,64
6653,29,16,79,37,33
6654,17,36,8,46,35
6655,72,1,91,32,71
6656,33,75,82,7,28
6657,29,81,65,84,100
6658,72,87,36,60,38
6659,75,61,58,51,11
6660,76,26,10,9,7
6661,78,55,25,2,55
6662,62,100,6,29,32
6663,59,71,70,93,16
6664,84,49,95,26,54
6665,87,65,38,85,81
6666,1,25,87,37,61
6667,46,7,91,78,88
6668,66,63,89,100,88
6669,27,10,80,94,11
6670,66,52,69,98,36
6671,28,42,99,20,82
6672,79,13,88,79,95
6673,21,14,63,50,60
6674,1,81,30,62,26
6675,50,50,86,92,71
6676,49,63,28,70,46
6677,19,45,18,9,73
6678,16,75,23,63,15
6679,60,16,36,49,42
6680,37,24,4,2,14
6681,72,3,41,34,27
6682,98,54,23,38,84
6683,69,92,17,9,69
6684,43,50,56,5,67
6685,32,20,72,67,94
6686,87,73,24,15,46
6687,0,6,37,33,85
6688,45,52,15,57,41
6689,23,96,81,26,29
6690,92,49,3,73,81
6691,79,60,0,35,52
6692,91,4,27,32,6
6693,74,47,88,98,1
6694,59,10,55,36,93
6695,26,99,3,41,87
6696,83,84,52,27,27
6697,97,98,1,77,63
6698,27,81,32,94,96
6699,68,81,54,30,48
6700,90,20,77,11,3
6701,3,10,54,88,47
6702,66,100,63,89,8
6703,71,25,52,65,65
6704,75,47,97,101,88
6705,84,76,6,100,87
6706,59,57,65,50,95
6707,97,70,19,1,58
6708,39,78,23,41,9
6709,62,52,11,10,60
6710,75,4,54,44,1
6711,66,25,68,29,29
6712,5,61,45,1,30
6713,9,91,51,34,89
6714,51,6,79,17,92
6715,59,36,7,21,93
6716,91,51,92,94,16
6717,19,53,51,24,12
6718,78,38,86,25,97
6719,30,13,99,61,73
6720,85,39,99,60,17
6721,60,39,78,13,11
6722,1,71,33,30,7
6723,34,88,9,8,63
6724,47,45,48,59,12
6725,26,41,73,18,98
6726,3,35,60,65,15
6727,63,14,45,10,74
6728,22,67,30,35,96
6729,90,92,91,5,19
6730,45,46,81,65,23
6731,5,51,8,101,47
6732,76,7,32,62,69
6733,18,37,98,91,73
6734,34,18,3,25,73
6735,97,96,14,92,16
6736,97,15,81,70,10
6737,21,17,69,91,12
6738,82,100,63,30,13
6739,32,40,7,84,2
6740,85,3,30,21,66
6741,83,78,47,12,98
6742,55,50,5,3,35
6743,94,35,8,5,45
6744,95,33,19,33,82
6745,52,16,87,43,13
6746,44,100,36,48,37
6747,31,53,85,71,10
6748,91,76,6,81,41
6749,1,90,63,40,68
6750,86,26,38,30,9
6751,71,15,31,82,79
6752,50,47,58,84,48
6753,43,79,17,92,52
6754,31,77,20,27,0
6755,50,82,5,24,93
6756,6,86,29,98,101
6757,33,37,50,48,82
6758,35,92,91,93,84
6759,3,76,97,4,73
6760,85,40,13,49,22
6761,2,45,14,14,58
6762,26,89,89,35,62
6763,95,55,71,85,70
6764,76,20,58,29,40
6765,65,62,31,75,61
6766,33,54,23,7,23
6767,33,68,90,92,2
6768,101,43,73,97,11
6769,86,60,90,1,45
6770,82,89,18,47,11
6771,70,28,72,49,33
6772,2,48,23,65,76
6773,82,10,47,13,41
6774,99,72,81,48,14
6775,35,73,54,7,61
6776,45,12,87,72,15
6777,16,28,49,19,98
6778,61,13,94,52,45
6779,94,101,11,81,16
6780,99,35,57,53,62
6781,47,58,96,54,29
6782,92,12,23,61,8
6783,57,11,78,35,78
6784,80,99,30,93,101
6785,59,16,7,52,79
6786,76,1,72,16,66
6787,37,26,10,70,76
6788,16,56,55,94,81
6789,57,52,62,11,26
6790,73,49,6,77,9
6791,16,57,46,56,43
6792,8,48,5,28,42
6793,47,74,14,25,80
6794,91,26,94,6,23
6795,28,62,17,50,9
6796,64,17,87,47,33
6797,42,68,17,40,97
6798,13,76,93,50,32
6799,5,92,59,8,23
6800,28,30,75,17,88
6801,19,58,70,78,81
6802,9,45,64,61,65
6803,66,60,67,70,63
6804,56,88,89,31,84
6805,30,63,26,55,17
6806,73,21,5,71,18
6807,60,32,65,32,31
6808,51,60,88,11,94
6809,48,62,91,32,58
6810,11,18,87,80,7
6811,78,42,72,15,43
6812,95,29,9,22,35
6813,12,82,75,94,36
6814,36,101,68,52,6
6815,83,83,52,63,85
6816,76,8,38,48,31
6817,64,33,15,66,53
6818,61,62,49,36,26
6819,64,47,61,1,61
6820,88,71,75,41,62
6821,24,95,44,51,34
6822,14,73,13,82,29
6823,61,66,68,76,99
6824,30,95,30,72,57
6825,79,91,56,55,40
6826,35,48,87,26,59
6827,1,34,27,6,30
6828,54,5,63,61,46
6829,49,63,5,21,96
6830,27,6,4,82,61
6831,37,75,89,44,88
6832,96,38,57,46,28
6833,75,92,49,82,80
6834,34,97,77,1,46
6835,71,7,80,37,0
6836,1,19,95,96,93
6837,22,47,52,28,65
6838,95,59,99,42,50
6839,27,0,11,77,38
6840,71,71,43,95,34
6841,22,20,24,87,51
6842,61,88,39,53,46
6843,72,86,91,40,85
6844,97,10,65,49,60
6845,68,81,13,97,59
6846,37,97,99,44,71
6847,99,80,75,90,92
6848,82,33,69,18,47
6849,100,66,37,6,16
6850,27,68,62,36,88
6851,27,62,44,73,90
6852,69,45,64,29,18
6853,50,29,68,4,46
6854,65,88,42,66,23
6855,6,83,19,5,84
6856,68,23,76,30,58
6857,0,40,60,50,55
6858,68,59,16,64,89
6859,71,79,43,13,24
6860,40,44,63,87,52
6861,37,9,97,99,64
6862,72,69,83,79,0
6863,36,20,79,81,31
6864,52,99,38,53,64
6865,92,98,26,78,18
6866,24,85,81,83,87
6867,36,75,59,58,58
6868,4,52,75,58,39
6869,90,45,40,15,56
6870,21,52,66,40,31
6871,77,77,69,24,18
6872,100,4,67,42,38
6873,26,0,29,62,33
6874,17,55,17,61,39
6875,54,41,92,84,9
6876,38,44,35,53,43
6877,8,71,81,70,29
6878,75,11,70,17,39
6879,13,97,68,17,55
6880,59,2,43,68,16
6881,19,36,46,40,11
6882,32,85,49,45,29
6883,73,100,5,40,47
6884,25,66,85,63,49
6885,9,38,80,98,15
6886,70,24,2,12,100
6887,80,14,87,97,72
6888,3,49,13,89,16
6889,74,73,23,44,25
6890,12,68,62,14,71
6891,43,31,73,72,27
6892,62,49,18,43,24
6893,48,52,68,23,14
6894,41,64,36,47,51
6895,11,83,34,47,24
6896,64,67,59,50,68
6897,68,14,58,37,58
6898,70,99,32,35,52
6899,18,44,45,81,12
6900,81,26,74,24,97
6901,60,24,84,61,9
6902,76,40,26,3,30
6903,37,98,25,38,24
6904,74,77,9,24,14
6905,46,1,88,82,14
6906,101,43,39,96,50
6907,46,4,91,7,61
6908,65,13,96,49,67
6909,56,32,66,33,95
6910,38,12,39,33,63
6911,44,33,28,58,86
6912,69,77,33,70,87
6913,79,7,23,85,3
6914,39,50,81,81,5
6915,13,59,81,24,67
6916,73,18,57,87,81
6917,82,69,1,80,91
6918,79,30,82,82,100
6919,46,40,69,55,46
6920,12,90,64,44,100
6921,95,81,64,45,53
6922,66,84,88,19,45
6923,100,17,6,70,45
6924,71,89,25,95,68
6925,49,8,80,41,41
6926,25,50,69,36,0
6927,12,52,69,82,35
6928,28,65,97,62,100
6929,65,49,9,42,45
6930,92,101,46,83,27
6931,57,98,43,91,86
6932,87,90,40,35,48
6933,50,22,59,48,71
6934,100,13,57,41,64
6935,54,34,50,38,7
6936,47,96,4,43,19
6937,95,12,41,83,94
6938,58,52,12,77,29
6939,9,2,4,59,72
6940,88,83,36,94,69
6941,83,13,68,58,99
6942,33,52,63,68,93
6943,76,34,77,1,18
6944,47,72,94,55,93
6945,21,73,85,86,78
6946,28,5,30,34,41
6947,99,57,14,78,13
6948,93,61,44,33,79
6949,25,81,70,51,61
6950,90,87,91,62,31
6951,6,19,12,76,67
6952,5,47,99,79,19
6953,80,26,23,73,83
6954,1,43,40,23,19
6955,45,91,74,61,92
6956,43,86,76,88,84
6957,43,49,33,10,34
6958,87,36,37,79,12
6959,25,54,84,35,2
6960,60,17,2,50,20
6961,44,33,31,70,9
6962,36,93,8,9,77
6963,56,48,77,100,64
6964,25,3,35,22,95
6965,13,76,13,69,81
6966,69,32,3,54,86
6967,30,44,61,21,18
6968,43,63,79,32,60
6969,94,5,20,59,62
6970,87,10,56,21,62
6971,62,25,56,66,83
6972,60,11,39,42,58
6973,56,50,22,8,63
6974,40,57,59,91,6
6975,58,90,91,25,21
6976,74,58,79,13,13
6977,84,2,39,17,56
6978,53,90,83,79,42
6979,7,8,57,59,69
6980,54,87,84,2,11
6981,13,20,6,44,86
6982,70,44,91,82,15
6983,52,72,53,10,70
6984,99,50,42,8,54
6985,65,26,73,21,31
6986,16,81,71,100,49
6987,13,2,60,13,69
6988,54,6,74,29,61
6989,13,34,62,36,75
6990,66,10,59,84,67
6991,83,45,90,90,12
6992,78,4,23,35,70
6993,4,92,83,7,21
6994,47,34,70,56,37
6995,44,20,47,36,53
6996,75,47,14,37,22
6997,98,89,73,58,76
6998,85,58,70,41,67
6999,27,19,25,38,46
7000,64,100,1,86,38
7001,83,49,33,4,84
7002,69,67,21,73,86
7003,29,95,46,61,48
7004,9,62,86,21,70
7005,95,43,80,5,81
7006,45,69,74,20,40
7007,49,98,22,15,50
7008,8,1,3,66,96
7009,56,49,81,10,76
7010,93,61,85,48,36
7011,44,70,90,50,19
7012,56,27,71,18,49
7013,72,11,32,18,101
7014,4,47,13,68,6
7015,27,58,52,47,11
7016,84,63,88,10,22
7017,34,96,19,2,85
7018,99,50,54,59,28
7019,31,92,22,23,92
7020,22,18,10,20,47
7021,65,7,78,74,92
7022,17,18,88,90,45
7023,92,94,74,67,83
7024,46,6,39,42,95
7025,24,42,67,24,26
7026,99,29,49,41,17
7027,17,5,63,4,77
7028,95,53,60,20,97
7029,21,52,45,11,22
7030,29,27,6,98,83
7031,100,13,19,54,26
7032,65,93,54,91,65
7033,100,35,51,66,69
7034,29,15,55,11,33
7035,91,21,44,87,78
7036,13,9,3,76,18
7037,92,9,45,75,30
7038,6,95,92,10,16
7039,72,74,34,63,79
7040,70,59,20,10,36
7041,20,8,100,97,62
7042,14,29,53,74,88
7043,74,14,73,94,78
7044,45,39,42,8,58
7045,10,63,12,89,69
7046,65,90,6,91,56
7047,31,101,53,44,88
7048,56,83,93,99,46
7049,6,84,95,48,76
7050,26,28,30,74,87
7051,18,63,55,96,2
7052,29,19,100,94,58
7053,100,96,84,100,24
7054,61,65,80,29,19
7055,62,44,83,82,0
7056,35,12,3,52,42
7057,70,13,51,33,67
7058,9,19,45,77,88
7059,41,45,3,31,18
7060,91,26,52,19,62
7061,86,81,80,38,69
7062,39,45,81,15,7
7063,10,44,77,92,79
7064,27,54,87,17,91
7065,55,11,42,59,38
7066,27,67,78,52,28
7067,3,77,6,42,49
7068,28,6,8,64,44
7069,63,78,90,96,90
7070,90,82,75,42,60
7071,8,60,56,61,68
7072,79,9,26,24,68
7073,35,18,77,62,47
7074,83,76,28,89,14
7075,93,82,20,38,9
7076,51,64,11,25,16
7077,100,48,66,18,53
7078,37,48,34,58,32
7079,63,88,5,38,84
7080,75,44,8,72,91
7081,94,42,66,101,47
7082,22,99,47,69,11
7083,12,59,55,50,22
7084,97,57,34,91,53
7085,65,43,86,61,90
7086,79,62,20,87,23
7087,57,21,83,70,100
7088,96,58,79,88,83
7089,31,48,97,62,57
7090,7,53,15,67,23
7091,80,34,77,58,93
7092,8,100,80,63,3
7093,74,94,26,7,53
7094,2,68,91,13,69
7095,89,12,40,95,46
7096,92,50,69,51,93
7097,32,59,43,56,95
7098,40,65,93,24,19
7099,22,51,11,15,27
7100,82,63,25,23,68
7101,56,40,89,95,61
7102,57,51,88,49,70
7103,13,76,31,50,87
7104,11,40,39,19,42
7105,85,5,11,12,44
7106,66,75,18,98,60
7107,41,58,91,57,65
7108,31,40,84,56,90
7109,35,24,47,20,13
7110,101,20,86,58,25
7111,67,0,94,8,23
7112,3,52,76,27,56
7113,17,83,94,63,30
7114,56,61,53,87,19
7115,99,69,55,53,83
7116,65,64,10,65,5
7117,40,84,93,50,39
7118,75,16,45,46,67
7119,7,50,83,65,37
7120,78,7,16,3,38
7121,35,34,42,37,32
7122,84,33,95,38,57
7123,28,73,89,43,5
7124,38,82,81,75,33
7125,70,98,65,88,48
7126,26,66,80,30,31
7127,46,30,87,49,42
7128,36,1,40,69,42
7129,56,84,100,29,17
7130,92,22,85,2,79
7131,81,14,87,42,49
7132,29,13,62,80,1
7133,1,59,51,58,81
7134,40,81,0,74,69
7135,12,42,6,60,58
7136,76,92,73,35,15
7137,50,62,61,49,53
7138,57,40,89,7,22
7139,42,42,87,50,60
7140,2,2,34,43,77
7141,9,81,25,51,29
7142,60,48,41,38,72
7143,79,55,89,31,7
7144,33,38,63,25,13
7145,4,86,43,6,24
7146,100,74,10,84,18
7147,48,30,82,12,26
7148,78,98,39,95,7
7149,22,3,53,78,76
7150,65,23,52,91,74
7151,7,35,2,79,26
7152,96,79,27,37,11
7153,57,27,85,35,93
7154,82,101,84,19,3
7155,6,87,36,5,29
7156,65,34,42,78,99
7157,4,70,79,3,73
7158,45,21,61,27,37
7159,77,67,62,17,99
7160,86,49,62,57,60
7161,99,101,10,29,73
7162,47,23,31,28,0
7163,54,12,92,21,31
7164,46,75,48,3,82
7165,39,23,33,83,8
7166,44,98,94,89,9
7167,31,10,63,99,45
7168,41,5,23,28,27
7169,62,35,81,76,28
7170,59,40,70,41,80
7171,56,71,5,4,94
7172,88,43,9,54,80
7173,92,99,53,83,37
7174,52,90,31,43,75
7175,64,27,76,68,13
7176,27,98,27,25,36
7177,77,36,9,13,38
7178,78,74,81,26,79
7179,7,13,6,55,97
7180,26,16,19,45,67
7181,14,33,72,51,0
7182,92,54,23,90,15
7183,3,72,68,69,34
7184,98,25,97,25,62
7185,70,82,33,60,65
7186,50,18,68,5,59
7187,78,36,86,96,13
7188,41,21,24,6,16
7189,22,67,98,74,63
7190,3,22,98,89,9
7191,79,37,75,91,99
7192,5,78,3,38,47
7193,57,46,6,100,33
7194,0,52,35,77,70
7195,46,62,73,40,23
7196,71,19,55,2,98
7197,68,35,91,92,52
7198,23,73,11,68,34
7199,101,69,67,48,2
7200,49,28,6,8,98
7201,91,91,14,13,34
7202,42,95,63,59,62
7203,86,39,96,86,85
7204,78,63,78,56,26
7205,7,9,94,22,55
7206,73,33,67,26,26
7207,19,65,31,73,95
7208,92,62,70,11,71
7209,99,5,90,46,58
7210,80,67,65,71,13
7211,22,29,3,49,98
7212,54,44,96,83,69
7213,44,11,46,30,20
7214,31,57,33,81,1
7215,99,15,92,73,98
7216,66,50,17,19,27
7217,15,77,82,17,53
7218,47,33,9,60,57
7219,94,100,2,49,40
7220,34,2,59,74,46
7221,99,61,27,40,73
7222,1,62,92,3,5
7223,85,1,69,68,93
7224,48,74,46,49,44
7225,12,47,68,4,92
7226,32,84,81,12,94
7227,4,46,27,28,98
7228,23,93,69,35,57
7229,31,73,41,34,94
7230,33,53,96,21,100
7231,20,49,40,91,21
7232,85,51,74,66,42
7233,16,35,89,1,13
7234,99,72,13,36,17
7235,54,41,67,52,94
7236,61,92,48,62,17
7237,77,14,83,24,98
7238,39,12,71,23,46
7239,76,76,47,36,56
7240,18,76,100,51,76
7241,68,51,7,43,69
7242,32,82,76,61,16
7243,87,5,18,9,83
7244,87,44,20,46,44
7245,51,60,4,56,71
7246,91,69,6,93,60
7247,84,70,17,19,14
7248,62,74,46,31,52
7249,64,29,52,86,58
